scenario_id,q2_profit_yuan,q3a_profit_yuan,q3b_profit_yuan,q3a_minus_q2,q3b_minus_q2,q3b_minus_q3a
396,40809836.356976,40809836.356976,40809836.356976,0.0,0.0,0.0
397,41124021.12354,41124021.12354,41124021.12354,0.0,0.0,0.0
398,40942514.850557,40942514.850557,40942514.850557,0.0,0.0,0.0
399,41134459.648108,41134459.648108,41134459.648108,0.0,0.0,0.0
400,40998991.044413,40998991.044413,40998991.044413,0.0,0.0,0.0
401,40784179.826866,40784179.826866,40784179.826866,0.0,0.0,0.0
402,40761871.45399,40761871.45399,40761871.45399,0.0,0.0,0.0
403,41230077.927276,41230077.927276,41230077.927276,0.0,0.0,0.0
404,41129841.476461,41129841.476461,41129841.476461,0.0,0.0,0.0
405,40906030.212298,40906030.212298,40906030.212298,0.0,0.0,0.0
406,41002716.803322,41002716.803322,41002716.803322,0.0,0.0,0.0
407,41249631.67613,41249631.67613,41249631.67613,0.0,0.0,0.0
408,41033845.191344,41033845.191344,41033845.191344,0.0,0.0,0.0
409,41094427.370987,41094427.370987,41094427.370987,0.0,0.0,0.0
410,40987669.727505,40987669.727505,40987669.727505,0.0,0.0,0.0
411,40937677.70155,40937677.70155,40937677.70155,0.0,0.0,0.0
412,41087459.293981,41087459.293981,41087459.293981,0.0,0.0,0.0
413,41407810.87223,41407810.87223,41407810.87223,0.0,0.0,0.0
414,40868617.615925,40868617.615925,40868617.615925,0.0,0.0,0.0
415,41001898.601507,41001898.601507,41001898.601507,0.0,0.0,0.0
416,40884900.834288,40884900.834288,40884900.834288,0.0,0.0,0.0
417,41577633.28122,41577633.28122,41577633.28122,0.0,0.0,0.0
418,41123391.197593,41123391.197593,41123391.197593,0.0,0.0,0.0
419,40847026.083231,40847026.083231,40847026.083231,0.0,0.0,0.0
420,41374977.836867,41374977.836867,41374977.836867,0.0,0.0,0.0
421,41544622.372923,41544622.372923,41544622.372923,0.0,0.0,0.0
422,41065165.749882,41065165.749882,41065165.749882,0.0,0.0,0.0
423,40699774.832471,40699774.832471,40699774.832471,0.0,0.0,0.0
424,40976510.455862,40976510.455862,40976510.455862,0.0,0.0,0.0
425,41397293.567418,41397293.567418,41397293.567418,0.0,0.0,0.0
426,41484660.782934,41484660.782934,41484660.782934,0.0,0.0,0.0
427,41046974.314693,41046974.314693,41046974.314693,0.0,0.0,0.0
428,40745407.579776,40745407.579776,40745407.579776,0.0,0.0,0.0
429,40863906.973322,40863906.973322,40863906.973322,0.0,0.0,0.0
430,41061285.013581,41061285.013581,41061285.013581,0.0,0.0,0.0
431,41438442.765413,41438442.765413,41438442.765413,0.0,0.0,0.0
432,41041214.077512,41041214.077512,41041214.077512,0.0,0.0,0.0
433,40930192.313457,40930192.313457,40930192.313457,0.0,0.0,0.0
434,41434176.550125,41434176.550125,41434176.550125,0.0,0.0,0.0
435,40868022.060608,40868022.060608,40868022.060608,0.0,0.0,0.0
436,41196899.464707,41196899.464707,41196899.464707,0.0,0.0,0.0
437,41020419.48124,41020419.48124,41020419.48124,0.0,0.0,0.0
438,41009293.709845,41009293.709845,41009293.709845,0.0,0.0,0.0
439,41171843.152467,41171843.152467,41171843.152467,0.0,0.0,0.0
440,41132302.693006,41132302.693006,41132302.693006,0.0,0.0,0.0
441,41053753.77844,41053753.77844,41053753.77844,0.0,0.0,0.0
442,40857704.430795,40857704.430795,40857704.430795,0.0,0.0,0.0
443,41448481.331954,41448481.331954,41448481.331954,0.0,0.0,0.0
444,40972092.989426,40972092.989426,40972092.989426,0.0,0.0,0.0
445,41426084.880924,41426084.880924,41426084.880924,0.0,0.0,0.0
446,41361907.437797,41361907.437797,41361907.437797,0.0,0.0,0.0
447,41148829.240292,41148829.240292,41148829.240292,0.0,0.0,0.0
448,41141107.570184,41141107.570184,41141107.570184,0.0,0.0,0.0
449,41156442.204086,41156442.204086,41156442.204086,0.0,0.0,0.0
450,40871456.408681,40871456.408681,40871456.408681,0.0,0.0,0.0
451,40832780.939835,40832780.939835,40832780.939835,0.0,0.0,0.0
452,41056600.787408,41056600.787408,41056600.787408,0.0,0.0,0.0
453,40835734.10269,40835734.10269,40835734.10269,0.0,0.0,0.0
454,41241414.477569,41241414.477569,41241414.477569,0.0,0.0,0.0
455,41139874.672661,41139874.672661,41139874.672661,0.0,0.0,0.0
456,40969985.453303,40969985.453303,40969985.453303,0.0,0.0,0.0
457,40904944.699691,40904944.699691,40904944.699691,0.0,0.0,0.0
458,40887648.605667,40887648.605667,40887648.605667,0.0,0.0,0.0
459,41055945.706909,41055945.706909,41055945.706909,0.0,0.0,0.0
460,41050207.18983,41050207.18983,41050207.18983,0.0,0.0,0.0
461,41266091.223076,41266091.223076,41266091.223076,0.0,0.0,0.0
462,41359510.750879,41359510.750879,41359510.750879,0.0,0.0,0.0
463,40944671.946287,40944671.946287,40944671.946287,0.0,0.0,0.0
464,41184819.686531,41184819.686531,41184819.686531,0.0,0.0,0.0
465,41027700.140384,41027700.140384,41027700.140384,0.0,0.0,0.0
466,41033300.793703,41033300.793703,41033300.793703,0.0,0.0,0.0
467,41012112.194342,41012112.194342,41012112.194342,0.0,0.0,0.0
468,40424090.065529,40424090.065529,40424090.065529,0.0,0.0,0.0
469,40956442.775527,40956442.775527,40956442.775527,0.0,0.0,0.0
470,40611626.52768,40611626.52768,40611626.52768,0.0,0.0,0.0
471,41279688.52516,41279688.52516,41279688.52516,0.0,0.0,0.0
472,40938473.156257,40938473.156257,40938473.156257,0.0,0.0,0.0
473,40559678.723352,40559678.723352,40559678.723352,0.0,0.0,0.0
474,40923965.633657,40923965.633657,40923965.633657,0.0,0.0,0.0
475,41163049.855026,41163049.855026,41163049.855026,0.0,0.0,0.0
476,41105950.06853,41105950.06853,41105950.06853,0.0,0.0,0.0
477,40978541.741602,40978541.741602,40978541.741602,0.0,0.0,0.0
478,40937582.320461,40937582.320461,40937582.320461,0.0,0.0,0.0
479,40678517.707295,40678517.707295,40678517.707295,0.0,0.0,0.0
480,41492899.444019,41492899.444019,41492899.444019,0.0,0.0,0.0
481,41395892.309172,41395892.309172,41395892.309172,0.0,0.0,0.0
482,40505426.812822,40505426.812822,40505426.812822,0.0,0.0,0.0
483,41036867.565414,41036867.565414,41036867.565414,0.0,0.0,0.0
484,41209654.482452,41209654.482452,41209654.482452,0.0,0.0,0.0
485,40801851.301263,40801851.301263,40801851.301263,0.0,0.0,0.0
486,41260486.292283,41260486.292283,41260486.292283,0.0,0.0,0.0
487,40804979.638178,40804979.638178,40804979.638178,0.0,0.0,0.0
488,40895922.060912,40895922.060912,40895922.060912,0.0,0.0,0.0
489,41173529.35647,41173529.35647,41173529.35647,0.0,0.0,0.0
490,41079759.647582,41079759.647582,41079759.647582,0.0,0.0,0.0
491,41187294.893196,41187294.893196,41187294.893196,0.0,0.0,0.0
492,41304026.811124,41304026.811124,41304026.811124,0.0,0.0,0.0
493,40991164.668999,40991164.668999,40991164.668999,0.0,0.0,0.0
494,40967698.10734,40967698.10734,40967698.10734,0.0,0.0,0.0
495,40975675.387857,40975675.387857,40975675.387857,0.0,0.0,0.0
496,41373543.766879,41373543.766879,41373543.766879,0.0,0.0,0.0
497,41041708.400713,41041708.400713,41041708.400713,0.0,0.0,0.0
498,41302196.317353,41302196.317353,41302196.317353,0.0,0.0,0.0
499,40798373.467806,40798373.467806,40798373.467806,0.0,0.0,0.0
500,41219514.943398,41219514.943398,41219514.943398,0.0,0.0,0.0
501,40769040.955657,40769040.955657,40769040.955657,0.0,0.0,0.0
502,41327790.720556,41327790.720556,41327790.720556,0.0,0.0,0.0
503,41302189.105601,41302189.105601,41302189.105601,0.0,0.0,0.0
504,41134411.753169,41134411.753169,41134411.753169,0.0,0.0,0.0
505,40567544.238527,40567544.238527,40567544.238527,0.0,0.0,0.0
506,41263738.65896,41263738.65896,41263738.65896,0.0,0.0,0.0
507,40531602.795669,40531602.795669,40531602.795669,0.0,0.0,0.0
508,40870760.287385,40870760.287385,40870760.287385,0.0,0.0,0.0
509,41188721.597478,41188721.597478,41188721.597478,0.0,0.0,0.0
510,41316167.791926,41316167.791926,41316167.791926,0.0,0.0,0.0
511,41018303.449341,41018303.449341,41018303.449341,0.0,0.0,0.0
512,40700212.498441,40700212.498441,40700212.498441,0.0,0.0,0.0
513,40926585.888878,40926585.888878,40926585.888878,0.0,0.0,0.0
514,41297704.154568,41297704.154568,41297704.154568,0.0,0.0,0.0
515,41265986.907216,41265986.907216,41265986.907216,0.0,0.0,0.0
516,41024329.828525,41024329.828525,41024329.828525,0.0,0.0,0.0
517,41124829.644291,41124829.644291,41124829.644291,0.0,0.0,0.0
518,40958258.757109,40958258.757109,40958258.757109,0.0,0.0,0.0
519,41438789.438943,41438789.438943,41438789.438943,0.0,0.0,0.0
520,41286176.568637,41286176.568637,41286176.568637,0.0,0.0,0.0
521,41171464.367417,41171464.367417,41171464.367417,0.0,0.0,0.0
522,41212484.620594,41212484.620594,41212484.620594,0.0,0.0,0.0
523,41098265.383571,41098265.383571,41098265.383571,0.0,0.0,0.0
524,41098400.554892,41098400.554892,41098400.554892,0.0,0.0,0.0
525,41174136.923173,41174136.923173,41174136.923173,0.0,0.0,0.0
526,40749935.462476,40749935.462476,40749935.462476,0.0,0.0,0.0
527,41373552.509108,41373552.509108,41373552.509108,0.0,0.0,0.0
528,40645057.250524,40645057.250524,40645057.250524,0.0,0.0,0.0
529,40872760.344016,40872760.344016,40872760.344016,0.0,0.0,0.0
530,41273530.824461,41273530.824461,41273530.824461,0.0,0.0,0.0
531,40890556.651754,40890556.651754,40890556.651754,0.0,0.0,0.0
532,40904007.238775,40904007.238775,40904007.238775,0.0,0.0,0.0
533,41238992.320327,41238992.320327,41238992.320327,0.0,0.0,0.0
534,40987695.124936,40987695.124936,40987695.124936,0.0,0.0,0.0
535,40917457.207795,40917457.207795,40917457.207795,0.0,0.0,0.0
536,40950398.920139,40950398.920139,40950398.920139,0.0,0.0,0.0
537,41169217.627944,41169217.627944,41169217.627944,0.0,0.0,0.0
538,41359329.758501,41359329.758501,41359329.758501,0.0,0.0,0.0
539,41429880.657423,41429880.657423,41429880.657423,0.0,0.0,0.0
540,40788430.242176,40788430.242176,40788430.242176,0.0,0.0,0.0
541,41105970.961121,41105970.961121,41105970.961121,0.0,0.0,0.0
542,41228066.15324,41228066.15324,41228066.15324,0.0,0.0,0.0
543,41160927.923079,41160927.923079,41160927.923079,0.0,0.0,0.0
544,41115639.512328,41115639.512328,41115639.512328,0.0,0.0,0.0
545,40801345.916606,40801345.916606,40801345.916606,0.0,0.0,0.0
546,40828150.05494,40828150.05494,40828150.05494,0.0,0.0,0.0
547,41211339.09507,41211339.09507,41211339.09507,0.0,0.0,0.0
548,41401957.159286,41401957.159286,41401957.159286,0.0,0.0,0.0
549,41164732.632523,41164732.632523,41164732.632523,0.0,0.0,0.0
550,41304851.765421,41304851.765421,41304851.765421,0.0,0.0,0.0
551,41001277.036321,41001277.036321,41001277.036321,0.0,0.0,0.0
552,40749477.357919,40749477.357919,40749477.357919,0.0,0.0,0.0
553,41041015.958891,41041015.958891,41041015.958891,0.0,0.0,0.0
554,41142272.171441,41142272.171441,41142272.171441,0.0,0.0,0.0
555,41473112.20141,41473112.20141,41473112.20141,0.0,0.0,0.0
556,41272249.468588,41272249.468588,41272249.468588,0.0,0.0,0.0
557,41022338.79012,41022338.79012,41022338.79012,0.0,0.0,0.0
558,40950624.4787,40950624.4787,40950624.4787,0.0,0.0,0.0
559,41224049.085293,41224049.085293,41224049.085293,0.0,0.0,0.0
560,41166440.22691,41166440.22691,41166440.22691,0.0,0.0,0.0
561,41355867.679479,41355867.679479,41355867.679479,0.0,0.0,0.0
562,41342350.110843,41342350.110843,41342350.110843,0.0,0.0,0.0
563,41105282.68702,41105282.68702,41105282.68702,0.0,0.0,0.0
564,40765319.264672,40765319.264672,40765319.264672,0.0,0.0,0.0
565,40888197.250038,40888197.250038,40888197.250038,0.0,0.0,0.0
566,40916543.063566,40916543.063566,40916543.063566,0.0,0.0,0.0
567,40918920.399761,40918920.399761,40918920.399761,0.0,0.0,0.0
568,41295248.302056,41295248.302056,41295248.302056,0.0,0.0,0.0
569,41208667.789305,41208667.789305,41208667.789305,0.0,0.0,0.0
570,41221684.044807,41221684.044807,41221684.044807,0.0,0.0,0.0
571,41106699.062971,41106699.062971,41106699.062971,0.0,0.0,0.0
572,40953622.371451,40953622.371451,40953622.371451,0.0,0.0,0.0
573,41066294.123892,41066294.123892,41066294.123892,0.0,0.0,0.0
574,41119950.100663,41119950.100663,41119950.100663,0.0,0.0,0.0
575,40696583.552151,40696583.552151,40696583.552151,0.0,0.0,0.0
576,41305323.916281,41305323.916281,41305323.916281,0.0,0.0,0.0
577,41238127.548695,41238127.548695,41238127.548695,0.0,0.0,0.0
578,41171784.124273,41171784.124273,41171784.124273,0.0,0.0,0.0
579,40896657.733776,40896657.733776,40896657.733776,0.0,0.0,0.0
580,41380589.549591,41380589.549591,41380589.549591,0.0,0.0,0.0
581,40943015.646434,40943015.646434,40943015.646434,0.0,0.0,0.0
582,40932805.891716,40932805.891716,40932805.891716,0.0,0.0,0.0
583,40801025.528398,40801025.528398,40801025.528398,0.0,0.0,0.0
584,41152838.243312,41152838.243312,41152838.243312,0.0,0.0,0.0
585,41556455.368603,41556455.368603,41556455.368603,0.0,0.0,0.0
586,41257818.745506,41257818.745506,41257818.745506,0.0,0.0,0.0
587,40799937.834791,40799937.834791,40799937.834791,0.0,0.0,0.0
588,40840382.76509,40840382.76509,40840382.76509,0.0,0.0,0.0
589,41318865.326303,41318865.326303,41318865.326303,0.0,0.0,0.0
590,41018286.313752,41018286.313752,41018286.313752,0.0,0.0,0.0
591,41492208.820878,41492208.820878,41492208.820878,0.0,0.0,0.0
592,41267114.448486,41267114.448486,41267114.448486,0.0,0.0,0.0
593,40995110.245338,40995110.245338,40995110.245338,0.0,0.0,0.0
594,40726647.927723,40726647.927723,40726647.927723,0.0,0.0,0.0
595,41180549.451949,41180549.451949,41180549.451949,0.0,0.0,0.0
596,41063579.213687,41063579.213687,41063579.213687,0.0,0.0,0.0
597,40858434.720295,40858434.720295,40858434.720295,0.0,0.0,0.0
598,40885956.046471,40885956.046471,40885956.046471,0.0,0.0,0.0
599,40847463.064082,40847463.064082,40847463.064082,0.0,0.0,0.0
600,41124960.240651,41124960.240651,41124960.240651,0.0,0.0,0.0
601,40753718.176408,40753718.176408,40753718.176408,0.0,0.0,0.0
602,40992190.074084,40992190.074084,40992190.074084,0.0,0.0,0.0
603,41339852.765787,41339852.765787,41339852.765787,0.0,0.0,0.0
604,41067058.000154,41067058.000154,41067058.000154,0.0,0.0,0.0
605,41233336.99295,41233336.99295,41233336.99295,0.0,0.0,0.0
606,41236481.305348,41236481.305348,41236481.305348,0.0,0.0,0.0
607,41088943.910832,41088943.910832,41088943.910832,0.0,0.0,0.0
608,41037962.928553,41037962.928553,41037962.928553,0.0,0.0,0.0
609,41406944.504826,41406944.504826,41406944.504826,0.0,0.0,0.0
610,41022930.070884,41022930.070884,41022930.070884,0.0,0.0,0.0
611,41059271.166841,41059271.166841,41059271.166841,0.0,0.0,0.0
612,41362937.959428,41362937.959428,41362937.959428,0.0,0.0,0.0
613,40591694.746844,40591694.746844,40591694.746844,0.0,0.0,0.0
614,41119172.199512,41119172.199512,41119172.199512,0.0,0.0,0.0
615,41347339.125399,41347339.125399,41347339.125399,0.0,0.0,0.0
616,41132780.282257,41132780.282257,41132780.282257,0.0,0.0,0.0
617,41451390.542623,41451390.542623,41451390.542623,0.0,0.0,0.0
618,40867924.424629,40867924.424629,40867924.424629,0.0,0.0,0.0
619,41088583.739941,41088583.739941,41088583.739941,0.0,0.0,0.0
620,41093312.643909,41093312.643909,41093312.643909,0.0,0.0,0.0
621,41101931.659732,41101931.659732,41101931.659732,0.0,0.0,0.0
622,41338793.813125,41338793.813125,41338793.813125,0.0,0.0,0.0
623,40727830.213813,40727830.213813,40727830.213813,0.0,0.0,0.0
624,41013671.658585,41013671.658585,41013671.658585,0.0,0.0,0.0
625,41074719.953635,41074719.953635,41074719.953635,0.0,0.0,0.0
626,41039558.550158,41039558.550158,41039558.550158,0.0,0.0,0.0
627,41012845.514935,41012845.514935,41012845.514935,0.0,0.0,0.0
628,41147872.731051,41147872.731051,41147872.731051,0.0,0.0,0.0
629,41511921.851295,41511921.851295,41511921.851295,0.0,0.0,0.0
630,40961694.262989,40961694.262989,40961694.262989,0.0,0.0,0.0
631,41126929.723658,41126929.723658,41126929.723658,0.0,0.0,0.0
632,41130216.567172,41130216.567172,41130216.567172,0.0,0.0,0.0
633,41098800.487883,41098800.487883,41098800.487883,0.0,0.0,0.0
634,41169074.574346,41169074.574346,41169074.574346,0.0,0.0,0.0
635,40994655.334296,40994655.334296,40994655.334296,0.0,0.0,0.0
636,40877315.844452,40877315.844452,40877315.844452,0.0,0.0,0.0
637,41185137.368817,41185137.368817,41185137.368817,0.0,0.0,0.0
638,41246196.73435,41246196.73435,41246196.73435,0.0,0.0,0.0
639,41529886.042629,41529886.042629,41529886.042629,0.0,0.0,0.0
640,40997396.587249,40997396.587249,40997396.587249,0.0,0.0,0.0
641,40938203.189204,40938203.189204,40938203.189204,0.0,0.0,0.0
642,41164076.407114,41164076.407114,41164076.407114,0.0,0.0,0.0
643,41123629.766644,41123629.766644,41123629.766644,0.0,0.0,0.0
644,40848705.165821,40848705.165821,40848705.165821,0.0,0.0,0.0
645,40822217.907388,40822217.907388,40822217.907388,0.0,0.0,0.0
646,41078072.015286,41078072.015286,41078072.015286,0.0,0.0,0.0
647,40808992.50173,40808992.50173,40808992.50173,0.0,0.0,0.0
648,40906719.652828,40906719.652828,40906719.652828,0.0,0.0,0.0
649,40859222.750365,40859222.750365,40859222.750365,0.0,0.0,0.0
650,41444236.428961,41444236.428961,41444236.428961,0.0,0.0,0.0
651,41066908.254228,41066908.254228,41066908.254228,0.0,0.0,0.0
652,41154225.341591,41154225.341591,41154225.341591,0.0,0.0,0.0
653,40946850.492498,40946850.492498,40946850.492498,0.0,0.0,0.0
654,40880767.504877,40880767.504877,40880767.504877,0.0,0.0,0.0
655,40956952.400575,40956952.400575,40956952.400575,0.0,0.0,0.0
656,40838887.969184,40838887.969184,40838887.969184,0.0,0.0,0.0
657,40715689.17803,40715689.17803,40715689.17803,0.0,0.0,0.0
658,41345266.65626,41345266.65626,41345266.65626,0.0,0.0,0.0
659,40751479.197033,40751479.197033,40751479.197033,0.0,0.0,0.0
660,41169816.703549,41169816.703549,41169816.703549,0.0,0.0,0.0
661,40949176.231471,40949176.231471,40949176.231471,0.0,0.0,0.0
662,41261568.257427,41261568.257427,41261568.257427,0.0,0.0,0.0
663,41087339.243142,41087339.243142,41087339.243142,0.0,0.0,0.0
664,40934702.009792,40934702.009792,40934702.009792,0.0,0.0,0.0
665,41491277.298557,41491277.298557,41491277.298557,0.0,0.0,0.0
666,40899357.284314,40899357.284314,40899357.284314,0.0,0.0,0.0
667,41079838.510592,41079838.510592,41079838.510592,0.0,0.0,0.0
668,41259453.399559,41259453.399559,41259453.399559,0.0,0.0,0.0
669,40960303.270991,40960303.270991,40960303.270991,0.0,0.0,0.0
670,41231266.362819,41231266.362819,41231266.362819,0.0,0.0,0.0
671,41036346.339675,41036346.339675,41036346.339675,0.0,0.0,0.0
672,40723044.392652,40723044.392652,40723044.392652,0.0,0.0,0.0
673,40650746.377914,40650746.377914,40650746.377914,0.0,0.0,0.0
674,41209664.379412,41209664.379412,41209664.379412,0.0,0.0,0.0
675,41036825.492622,41036825.492622,41036825.492622,0.0,0.0,0.0
676,40967070.710908,40967070.710908,40967070.710908,0.0,0.0,0.0
677,41158286.578707,41158286.578707,41158286.578707,0.0,0.0,0.0
678,40744804.425428,40744804.425428,40744804.425428,0.0,0.0,0.0
679,40503368.365174,40503368.365174,40503368.365174,0.0,0.0,0.0
680,40612757.533365,40612757.533365,40612757.533365,0.0,0.0,0.0
681,41211675.247806,41211675.247806,41211675.247806,0.0,0.0,0.0
682,40876255.520828,40876255.520828,40876255.520828,0.0,0.0,0.0
683,41022214.344441,41022214.344441,41022214.344441,0.0,0.0,0.0
684,41157209.245164,41157209.245164,41157209.245164,0.0,0.0,0.0
685,41028029.461334,41028029.461334,41028029.461334,0.0,0.0,0.0
686,40606619.910872,40606619.910872,40606619.910872,0.0,0.0,0.0
687,41125887.624153,41125887.624153,41125887.624153,0.0,0.0,0.0
688,40723180.220865,40723180.220865,40723180.220865,0.0,0.0,0.0
689,40936546.466939,40936546.466939,40936546.466939,0.0,0.0,0.0
690,41166700.18699,41166700.18699,41166700.18699,0.0,0.0,0.0
691,41213741.842656,41213741.842656,41213741.842656,0.0,0.0,0.0
692,40936634.241117,40936634.241117,40936634.241117,0.0,0.0,0.0
693,40630989.334549,40630989.334549,40630989.334549,0.0,0.0,0.0
694,41045521.035764,41045521.035764,41045521.035764,0.0,0.0,0.0
695,40796733.012943,40796733.012943,40796733.012943,0.0,0.0,0.0
696,40611048.380031,40611048.380031,40611048.380031,0.0,0.0,0.0
697,41033478.46241,41033478.46241,41033478.46241,0.0,0.0,0.0
698,41306503.354957,41306503.354957,41306503.354957,0.0,0.0,0.0
699,40956236.828195,40956236.828195,40956236.828195,0.0,0.0,0.0
700,41145722.374509,41145722.374509,41145722.374509,0.0,0.0,0.0
701,41101437.9671,41101437.9671,41101437.9671,0.0,0.0,0.0
702,41020636.880308,41020636.880308,41020636.880308,0.0,0.0,0.0
703,41203218.536936,41203218.536936,41203218.536936,0.0,0.0,0.0
704,41563391.104409,41563391.104409,41563391.104409,0.0,0.0,0.0
705,41082454.97571,41082454.97571,41082454.97571,0.0,0.0,0.0
706,41107418.750644,41107418.750644,41107418.750644,0.0,0.0,0.0
707,41194394.164855,41194394.164855,41194394.164855,0.0,0.0,0.0
708,41176756.401807,41176756.401807,41176756.401807,0.0,0.0,0.0
709,40863477.913525,40863477.913525,40863477.913525,0.0,0.0,0.0
710,41292689.771384,41292689.771384,41292689.771384,0.0,0.0,0.0
711,41137205.973598,41137205.973598,41137205.973598,0.0,0.0,0.0
712,41318301.073289,41318301.073289,41318301.073289,0.0,0.0,0.0
713,40970946.304617,40970946.304617,40970946.304617,0.0,0.0,0.0
714,41582827.102892,41582827.102892,41582827.102892,0.0,0.0,0.0
715,40840689.795187,40840689.795187,40840689.795187,0.0,0.0,0.0
716,40818321.892471,40818321.892471,40818321.892471,0.0,0.0,0.0
717,40951668.144027,40951668.144027,40951668.144027,0.0,0.0,0.0
718,40799121.933327,40799121.933327,40799121.933327,0.0,0.0,0.0
719,41242428.932419,41242428.932419,41242428.932419,0.0,0.0,0.0
720,40472157.415246,40472157.415246,40472157.415246,0.0,0.0,0.0
721,40791796.567703,40791796.567703,40791796.567703,0.0,0.0,0.0
722,41118233.164724,41118233.164724,41118233.164724,0.0,0.0,0.0
723,41005551.829581,41005551.829581,41005551.829581,0.0,0.0,0.0
724,40655068.716952,40655068.716952,40655068.716952,0.0,0.0,0.0
725,41041246.738433,41041246.738433,41041246.738433,0.0,0.0,0.0
726,40540640.708485,40540640.708485,40540640.708485,0.0,0.0,0.0
727,41371598.89972,41371598.89972,41371598.89972,0.0,0.0,0.0
728,41113045.819026,41113045.819026,41113045.819026,0.0,0.0,0.0
729,41335478.809322,41335478.809322,41335478.809322,0.0,0.0,0.0
730,41137079.07141,41137079.07141,41137079.07141,0.0,0.0,0.0
731,40844947.73689,40844947.73689,40844947.73689,0.0,0.0,0.0
732,40902690.313392,40902690.313392,40902690.313392,0.0,0.0,0.0
733,40915065.779922,40915065.779922,40915065.779922,0.0,0.0,0.0
734,40827958.9437,40827958.9437,40827958.9437,0.0,0.0,0.0
735,41152742.188786,41152742.188786,41152742.188786,0.0,0.0,0.0
736,41042811.45825,41042811.45825,41042811.45825,0.0,0.0,0.0
737,40983282.447613,40983282.447613,40983282.447613,0.0,0.0,0.0
738,41124382.822299,41124382.822299,41124382.822299,0.0,0.0,0.0
739,41033940.814056,41033940.814056,41033940.814056,0.0,0.0,0.0
740,41004392.342291,41004392.342291,41004392.342291,0.0,0.0,0.0
741,41357123.143813,41357123.143813,41357123.143813,0.0,0.0,0.0
742,40978150.809911,40978150.809911,40978150.809911,0.0,0.0,0.0
743,41315946.823994,41315946.823994,41315946.823994,0.0,0.0,0.0
744,41290284.320582,41290284.320582,41290284.320582,0.0,0.0,0.0
745,40747537.338208,40747537.338208,40747537.338208,0.0,0.0,0.0
746,41210760.846527,41210760.846527,41210760.846527,0.0,0.0,0.0
747,41630537.264267,41630537.264267,41630537.264267,0.0,0.0,0.0
748,41276793.617215,41276793.617215,41276793.617215,0.0,0.0,0.0
749,40974212.506818,40974212.506818,40974212.506818,0.0,0.0,0.0
750,41058574.549777,41058574.549777,41058574.549777,0.0,0.0,0.0
751,41400416.531556,41400416.531556,41400416.531556,0.0,0.0,0.0
752,40625241.457566,40625241.457566,40625241.457566,0.0,0.0,0.0
753,41208097.678521,41208097.678521,41208097.678521,0.0,0.0,0.0
754,41359911.967998,41359911.967998,41359911.967998,0.0,0.0,0.0
755,40973987.108761,40973987.108761,40973987.108761,0.0,0.0,0.0
756,41355201.942051,41355201.942051,41355201.942051,0.0,0.0,0.0
757,40809899.563499,40809899.563499,40809899.563499,0.0,0.0,0.0
758,40776170.934119,40776170.934119,40776170.934119,0.0,0.0,0.0
759,40953487.215951,40953487.215951,40953487.215951,0.0,0.0,0.0
760,40926955.110277,40926955.110277,40926955.110277,0.0,0.0,0.0
761,40818796.531493,40818796.531493,40818796.531493,0.0,0.0,0.0
762,40958234.962183,40958234.962183,40958234.962183,0.0,0.0,0.0
763,41410125.485874,41410125.485874,41410125.485874,0.0,0.0,0.0
764,41162421.338646,41162421.338646,41162421.338646,0.0,0.0,0.0
765,41155291.245565,41155291.245565,41155291.245565,0.0,0.0,0.0
766,41424139.762417,41424139.762417,41424139.762417,0.0,0.0,0.0
767,41523267.40186,41523267.40186,41523267.40186,0.0,0.0,0.0
768,41114732.691987,41114732.691987,41114732.691987,0.0,0.0,0.0
769,40841097.197688,40841097.197688,40841097.197688,0.0,0.0,0.0
770,40986337.364566,40986337.364566,40986337.364566,0.0,0.0,0.0
771,41127354.095788,41127354.095788,41127354.095788,0.0,0.0,0.0
772,40844561.127177,40844561.127177,40844561.127177,0.0,0.0,0.0
773,41051555.967962,41051555.967962,41051555.967962,0.0,0.0,0.0
774,40986644.164353,40986644.164353,40986644.164353,0.0,0.0,0.0
775,41132478.477914,41132478.477914,41132478.477914,0.0,0.0,0.0
776,40620926.743573,40620926.743573,40620926.743573,0.0,0.0,0.0
777,41197640.319989,41197640.319989,41197640.319989,0.0,0.0,0.0
778,41264337.430707,41264337.430707,41264337.430707,0.0,0.0,0.0
779,40921487.544286,40921487.544286,40921487.544286,0.0,0.0,0.0
780,41292757.80191,41292757.80191,41292757.80191,0.0,0.0,0.0
781,41221517.4036,41221517.4036,41221517.4036,0.0,0.0,0.0
782,41301900.752094,41301900.752094,41301900.752094,0.0,0.0,0.0
783,40827618.323836,40827618.323836,40827618.323836,0.0,0.0,0.0
784,41065301.550078,41065301.550078,41065301.550078,0.0,0.0,0.0
785,41312763.110824,41312763.110824,41312763.110824,0.0,0.0,0.0
786,41244705.9951,41244705.9951,41244705.9951,0.0,0.0,0.0
787,41027717.850951,41027717.850951,41027717.850951,0.0,0.0,0.0
788,40625139.446451,40625139.446451,40625139.446451,0.0,0.0,0.0
789,41150115.038528,41150115.038528,41150115.038528,0.0,0.0,0.0
790,41177679.360901,41177679.360901,41177679.360901,0.0,0.0,0.0
791,41157663.841216,41157663.841216,41157663.841216,0.0,0.0,0.0
792,40927636.660565,40927636.660565,40927636.660565,0.0,0.0,0.0
793,41183052.242547,41183052.242547,41183052.242547,0.0,0.0,0.0
