candidate,year,season,plot_id,land_type,crop_id,crop_name,area_mu
lambda_050,2028,single,B14,梯田,8,谷子,20.0
lambda_050,2028,single,B2,梯田,8,谷子,46.0
lambda_050,2028,single,B3,梯田,9,高粱,40.0
lambda_050,2028,single,B4,梯田,14,莜麦,28.0
lambda_050,2028,single,B5,梯田,6,小麦,25.0
lambda_050,2028,single,B6,梯田,3,红豆,30.93744
lambda_050,2028,single,B6,梯田,6,小麦,55.06256
lambda_050,2028,single,B7,梯田,5,爬豆,25.0
lambda_050,2028,single,B7,梯田,6,小麦,30.0
lambda_050,2028,single,B8,梯田,1,黄豆,9.273086
lambda_050,2028,single,B8,梯田,6,小麦,34.726914
lambda_050,2028,single,B9,梯田,3,红豆,43.0
lambda_050,2028,single,B9,梯田,14,莜麦,7.0
lambda_050,2028,single,C1,山坡地,10,黍子,13.315789
lambda_050,2028,single,C2,山坡地,10,黍子,13.0
lambda_050,2028,single,C3,山坡地,4,绿豆,15.0
lambda_050,2028,single,C4,山坡地,4,绿豆,18.0
lambda_050,2028,single,C5,山坡地,11,荞麦,15.0
lambda_050,2028,single,C5,山坡地,15,大麦,12.0
lambda_050,2028,single,C6,山坡地,8,谷子,20.0
lambda_050,2028,first,D1,水浇地,18,刀豆,15.0
lambda_050,2028,first,D2,水浇地,18,刀豆,10.0
lambda_050,2028,second,D2,水浇地,35,大白菜,8.0
lambda_050,2028,first,D3,水浇地,17,豇豆,14.0
lambda_050,2028,first,D4,水浇地,21,西红柿,5.0
lambda_050,2028,second,D4,水浇地,37,红萝卜,5.0
lambda_050,2028,first,D5,水浇地,20,土豆,10.0
lambda_050,2028,second,D5,水浇地,37,红萝卜,7.0
lambda_050,2028,first,D6,水浇地,21,西红柿,9.375
lambda_050,2028,second,D6,水浇地,36,白萝卜,12.0
lambda_050,2028,first,D7,水浇地,20,土豆,5.0
lambda_050,2028,first,D7,水浇地,22,茄子,5.625
lambda_050,2028,first,D7,水浇地,28,小青菜,10.75
lambda_050,2028,second,D7,水浇地,35,大白菜,22.0
lambda_050,2028,first,D8,水浇地,18,刀豆,20.0
lambda_050,2028,second,D8,水浇地,36,白萝卜,13.0
lambda_050,2028,first,E1,普通大棚,30,生菜,0.3
lambda_050,2028,first,E1,普通大棚,31,辣椒,0.3
lambda_050,2028,second,E1,普通大棚,40,白灵菇,0.6
lambda_050,2028,first,E10,普通大棚,26,包菜,0.6
lambda_050,2028,second,E10,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E11,普通大棚,22,茄子,0.6
lambda_050,2028,second,E11,普通大棚,38,榆黄菇,0.6
lambda_050,2028,first,E12,普通大棚,21,西红柿,0.3
lambda_050,2028,first,E12,普通大棚,27,油麦菜,0.3
lambda_050,2028,second,E12,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E13,普通大棚,17,豇豆,0.6
lambda_050,2028,second,E13,普通大棚,38,榆黄菇,0.6
lambda_050,2028,first,E14,普通大棚,18,刀豆,0.6
lambda_050,2028,second,E14,普通大棚,39,香菇,0.6
lambda_050,2028,first,E15,普通大棚,19,芸豆,0.6
lambda_050,2028,second,E15,普通大棚,40,白灵菇,0.6
lambda_050,2028,first,E16,普通大棚,17,豇豆,0.6
lambda_050,2028,second,E16,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E2,普通大棚,19,芸豆,0.6
lambda_050,2028,second,E2,普通大棚,38,榆黄菇,0.6
lambda_050,2028,first,E3,普通大棚,17,豇豆,0.3
lambda_050,2028,first,E3,普通大棚,18,刀豆,0.3
lambda_050,2028,second,E3,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E4,普通大棚,18,刀豆,0.3
lambda_050,2028,first,E4,普通大棚,33,黄心菜,0.3
lambda_050,2028,second,E4,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E5,普通大棚,18,刀豆,0.6
lambda_050,2028,second,E5,普通大棚,39,香菇,0.6
lambda_050,2028,first,E6,普通大棚,25,菜花,0.3
lambda_050,2028,first,E6,普通大棚,32,空心菜,0.3
lambda_050,2028,second,E6,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E7,普通大棚,27,油麦菜,0.6
lambda_050,2028,second,E7,普通大棚,40,白灵菇,0.6
lambda_050,2028,first,E8,普通大棚,24,青椒,0.6
lambda_050,2028,second,E8,普通大棚,41,羊肚菌,0.6
lambda_050,2028,first,E9,普通大棚,26,包菜,0.3
lambda_050,2028,first,E9,普通大棚,29,黄瓜,0.3
lambda_050,2028,second,E9,普通大棚,39,香菇,0.6
lambda_050,2028,first,F1,智慧大棚,17,豇豆,0.3
lambda_050,2028,first,F1,智慧大棚,22,茄子,0.3
lambda_050,2028,second,F1,智慧大棚,30,生菜,0.3
lambda_050,2028,second,F1,智慧大棚,34,芹菜,0.3
lambda_050,2028,first,F2,智慧大棚,19,芸豆,0.6
lambda_050,2028,second,F2,智慧大棚,22,茄子,0.3
lambda_050,2028,second,F2,智慧大棚,29,黄瓜,0.3
lambda_050,2028,first,F3,智慧大棚,25,菜花,0.3
lambda_050,2028,first,F3,智慧大棚,31,辣椒,0.3
lambda_050,2028,second,F3,智慧大棚,23,菠菜,0.3
lambda_050,2028,second,F3,智慧大棚,28,小青菜,0.3
lambda_050,2028,first,F4,智慧大棚,25,菜花,0.3
lambda_050,2028,first,F4,智慧大棚,29,黄瓜,0.3
lambda_050,2028,second,F4,智慧大棚,21,西红柿,0.3
lambda_050,2028,second,F4,智慧大棚,24,青椒,0.3
lambda_050,2029,single,A1,平旱地,7,玉米,61.486364
lambda_050,2029,single,A1,平旱地,12,南瓜,11.7
lambda_050,2029,single,A1,平旱地,13,红薯,6.813636
lambda_050,2029,single,A2,平旱地,7,玉米,55.0
lambda_050,2029,single,A3,平旱地,6,小麦,35.0
lambda_050,2029,single,A4,平旱地,1,黄豆,62.45
lambda_050,2029,single,A4,平旱地,13,红薯,9.55
lambda_050,2029,single,A5,平旱地,1,黄豆,5.0
lambda_050,2029,single,A5,平旱地,2,黑豆,11.8
lambda_050,2029,single,A5,平旱地,4,绿豆,51.2
lambda_050,2029,single,A6,平旱地,6,小麦,55.0
lambda_050,2029,single,B1,梯田,6,小麦,5.0
lambda_050,2029,single,B1,梯田,9,高粱,50.0
lambda_050,2029,single,B1,梯田,14,莜麦,5.0
lambda_050,2029,single,B10,梯田,8,谷子,15.0
lambda_050,2029,single,B10,梯田,14,莜麦,10.0
lambda_050,2029,single,B11,梯田,2,黑豆,26.052632
lambda_050,2029,single,B11,梯田,3,红豆,33.947368
lambda_050,2029,single,B12,梯田,6,小麦,45.0
lambda_050,2029,single,B13,梯田,6,小麦,35.0
lambda_050,2029,single,B14,梯田,14,莜麦,20.0
lambda_050,2029,single,B2,梯田,1,黄豆,46.0
lambda_050,2029,single,B3,梯田,1,黄豆,5.0
lambda_050,2029,single,B3,梯田,2,黑豆,7.526316
lambda_050,2029,single,B3,梯田,5,爬豆,27.473684
lambda_050,2029,single,B4,梯田,1,黄豆,28.0
lambda_050,2029,single,B5,梯田,3,红豆,25.0
lambda_050,2029,single,B6,梯田,8,谷子,86.0
lambda_050,2029,single,B7,梯田,8,谷子,55.0
lambda_050,2029,single,B8,梯田,8,谷子,31.894737
lambda_050,2029,single,B9,梯田,6,小麦,45.052632
lambda_050,2029,single,C1,山坡地,4,绿豆,15.0
lambda_050,2029,single,C2,山坡地,4,绿豆,13.0
lambda_050,2029,single,C3,山坡地,11,荞麦,10.0
lambda_050,2029,single,C3,山坡地,15,大麦,5.0
lambda_050,2029,single,C4,山坡地,11,荞麦,5.0
lambda_050,2029,single,C4,山坡地,15,大麦,13.0
lambda_050,2029,single,C5,山坡地,10,黍子,26.315789
lambda_050,2029,single,C6,山坡地,4,绿豆,20.0
lambda_050,2029,first,D1,水浇地,28,小青菜,10.75
lambda_050,2029,second,D1,水浇地,36,白萝卜,15.0
lambda_050,2029,first,D2,水浇地,20,土豆,10.0
lambda_050,2029,second,D2,水浇地,36,白萝卜,10.0
lambda_050,2029,single,D3,水浇地,16,水稻,14.0
lambda_050,2029,first,D4,水浇地,22,茄子,5.625
lambda_050,2029,first,D5,水浇地,17,豇豆,5.0
lambda_050,2029,first,D5,水浇地,18,刀豆,5.0
lambda_050,2029,second,D5,水浇地,35,大白菜,10.0
lambda_050,2029,first,D6,水浇地,17,豇豆,7.0
lambda_050,2029,first,D6,水浇地,18,刀豆,5.0
lambda_050,2029,second,D6,水浇地,37,红萝卜,12.0
lambda_050,2029,single,D7,水浇地,16,水稻,22.0
lambda_050,2029,first,D8,水浇地,20,土豆,5.0
lambda_050,2029,first,D8,水浇地,21,西红柿,13.625
lambda_050,2029,second,D8,水浇地,35,大白菜,20.0
lambda_050,2029,first,E1,普通大棚,18,刀豆,0.6
lambda_050,2029,second,E1,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E10,普通大棚,19,芸豆,0.6
lambda_050,2029,second,E10,普通大棚,38,榆黄菇,0.6
lambda_050,2029,first,E11,普通大棚,18,刀豆,0.6
lambda_050,2029,second,E11,普通大棚,39,香菇,0.6
lambda_050,2029,first,E12,普通大棚,22,茄子,0.3
lambda_050,2029,first,E12,普通大棚,30,生菜,0.3
lambda_050,2029,second,E12,普通大棚,40,白灵菇,0.6
lambda_050,2029,first,E13,普通大棚,26,包菜,0.6
lambda_050,2029,second,E13,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E14,普通大棚,22,茄子,0.6
lambda_050,2029,second,E14,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E15,普通大棚,21,西红柿,0.3
lambda_050,2029,first,E15,普通大棚,26,包菜,0.3
lambda_050,2029,second,E15,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E16,普通大棚,25,菜花,0.3
lambda_050,2029,first,E16,普通大棚,33,黄心菜,0.3
lambda_050,2029,second,E16,普通大棚,40,白灵菇,0.6
lambda_050,2029,first,E2,普通大棚,25,菜花,0.6
lambda_050,2029,second,E2,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E3,普通大棚,27,油麦菜,0.6
lambda_050,2029,second,E3,普通大棚,40,白灵菇,0.6
lambda_050,2029,first,E4,普通大棚,24,青椒,0.3
lambda_050,2029,first,E4,普通大棚,27,油麦菜,0.3
lambda_050,2029,second,E4,普通大棚,39,香菇,0.6
lambda_050,2029,first,E5,普通大棚,21,西红柿,0.6
lambda_050,2029,second,E5,普通大棚,38,榆黄菇,0.6
lambda_050,2029,first,E6,普通大棚,29,黄瓜,0.6
lambda_050,2029,second,E6,普通大棚,38,榆黄菇,0.6
lambda_050,2029,first,E7,普通大棚,18,刀豆,0.6
lambda_050,2029,second,E7,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,E8,普通大棚,18,刀豆,0.6
lambda_050,2029,second,E8,普通大棚,39,香菇,0.6
lambda_050,2029,first,E9,普通大棚,18,刀豆,0.6
lambda_050,2029,second,E9,普通大棚,41,羊肚菌,0.6
lambda_050,2029,first,F1,智慧大棚,24,青椒,0.3
lambda_050,2029,first,F1,智慧大棚,32,空心菜,0.3
lambda_050,2029,second,F1,智慧大棚,23,菠菜,0.3
lambda_050,2029,second,F1,智慧大棚,29,黄瓜,0.3
lambda_050,2029,first,F2,智慧大棚,31,辣椒,0.6
lambda_050,2029,second,F2,智慧大棚,28,小青菜,0.3
lambda_050,2029,second,F2,智慧大棚,30,生菜,0.3
lambda_050,2029,first,F3,智慧大棚,19,芸豆,0.6
lambda_050,2029,second,F3,智慧大棚,21,西红柿,0.3
lambda_050,2029,second,F3,智慧大棚,24,青椒,0.3
lambda_050,2029,first,F4,智慧大棚,19,芸豆,0.6
lambda_050,2029,second,F4,智慧大棚,22,茄子,0.3
lambda_050,2029,second,F4,智慧大棚,34,芹菜,0.3
lambda_050,2030,single,A1,平旱地,6,小麦,80.0
lambda_050,2030,single,A2,平旱地,6,小麦,55.0
lambda_050,2030,single,A3,平旱地,4,绿豆,23.3
lambda_050,2030,single,A3,平旱地,12,南瓜,11.7
lambda_050,2030,single,A4,平旱地,6,小麦,17.326932
lambda_050,2030,single,A4,平旱地,7,玉米,54.673068
lambda_050,2030,single,A5,平旱地,7,玉米,51.636364
lambda_050,2030,single,A5,平旱地,13,红薯,16.363636
lambda_050,2030,single,A6,平旱地,4,绿豆,28.559432
lambda_050,2030,single,A6,平旱地,7,玉米,26.440568
lambda_050,2030,single,B1,梯田,2,黑豆,6.052632
lambda_050,2030,single,B1,梯田,3,红豆,28.947368
lambda_050,2030,single,B1,梯田,8,谷子,25.0
lambda_050,2030,single,B10,梯田,2,黑豆,25.0
lambda_050,2030,single,B11,梯田,6,小麦,18.455263
lambda_050,2030,single,B11,梯田,8,谷子,41.544737
lambda_050,2030,single,B12,梯田,1,黄豆,45.0
lambda_050,2030,single,B13,梯田,2,黑豆,5.0
lambda_050,2030,single,B13,梯田,14,莜麦,30.0
lambda_050,2030,single,B14,梯田,1,黄豆,20.0
lambda_050,2030,single,B2,梯田,8,谷子,28.35
lambda_050,2030,single,B2,梯田,10,黍子,12.65
lambda_050,2030,single,B2,梯田,14,莜麦,5.0
lambda_050,2030,single,B3,梯田,8,谷子,40.0
lambda_050,2030,single,B4,梯田,8,谷子,28.0
lambda_050,2030,single,B5,梯田,8,谷子,25.0
lambda_050,2030,single,B6,梯田,1,黄豆,55.06256
lambda_050,2030,single,B6,梯田,6,小麦,30.93744
lambda_050,2030,single,B7,梯田,3,红豆,30.0
lambda_050,2030,single,B7,梯田,6,小麦,15.052632
lambda_050,2030,single,B7,梯田,9,高粱,9.947368
lambda_050,2030,single,B8,梯田,1,黄豆,19.0
lambda_050,2030,single,B8,梯田,5,爬豆,25.0
lambda_050,2030,single,B9,梯田,2,黑豆,9.947368
lambda_050,2030,single,B9,梯田,9,高粱,40.052632
lambda_050,2030,single,C1,山坡地,10,黍子,5.0
lambda_050,2030,single,C1,山坡地,11,荞麦,10.0
lambda_050,2030,single,C2,山坡地,10,黍子,8.0
lambda_050,2030,single,C2,山坡地,11,荞麦,5.0
lambda_050,2030,single,C3,山坡地,4,绿豆,5.0
lambda_050,2030,single,C4,山坡地,4,绿豆,15.267298
lambda_050,2030,single,C5,山坡地,4,绿豆,27.0
lambda_050,2030,single,C6,山坡地,15,大麦,20.0
lambda_050,2030,single,D1,水浇地,16,水稻,15.0
lambda_050,2030,first,D2,水浇地,28,小青菜,10.0
lambda_050,2030,second,D2,水浇地,35,大白菜,8.0
lambda_050,2030,first,D3,水浇地,21,西红柿,10.25
lambda_050,2030,second,D3,水浇地,36,白萝卜,13.0
lambda_050,2030,first,D4,水浇地,18,刀豆,6.0
lambda_050,2030,second,D4,水浇地,37,红萝卜,5.0
lambda_050,2030,first,D5,水浇地,20,土豆,10.0
lambda_050,2030,second,D5,水浇地,37,红萝卜,7.0
lambda_050,2030,first,D6,水浇地,20,土豆,5.0
lambda_050,2030,first,D6,水浇地,22,茄子,5.625
lambda_050,2030,second,D6,水浇地,36,白萝卜,12.0
lambda_050,2030,first,D7,水浇地,17,豇豆,12.16
lambda_050,2030,first,D7,水浇地,18,刀豆,9.84
lambda_050,2030,second,D7,水浇地,35,大白菜,22.0
lambda_050,2030,single,D8,水浇地,16,水稻,20.0
lambda_050,2030,first,E1,普通大棚,27,油麦菜,0.6
lambda_050,2030,second,E1,普通大棚,40,白灵菇,0.6
lambda_050,2030,first,E10,普通大棚,22,茄子,0.6
lambda_050,2030,second,E10,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E11,普通大棚,21,西红柿,0.6
lambda_050,2030,second,E11,普通大棚,40,白灵菇,0.6
lambda_050,2030,first,E12,普通大棚,19,芸豆,0.6
lambda_050,2030,second,E12,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E13,普通大棚,21,西红柿,0.6
lambda_050,2030,second,E13,普通大棚,38,榆黄菇,0.6
lambda_050,2030,first,E14,普通大棚,26,包菜,0.6
lambda_050,2030,second,E14,普通大棚,40,白灵菇,0.6
lambda_050,2030,first,E15,普通大棚,27,油麦菜,0.3
lambda_050,2030,first,E15,普通大棚,31,辣椒,0.3
lambda_050,2030,second,E15,普通大棚,39,香菇,0.6
lambda_050,2030,first,E16,普通大棚,24,青椒,0.6
lambda_050,2030,second,E16,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E2,普通大棚,21,西红柿,0.6
lambda_050,2030,second,E2,普通大棚,39,香菇,0.6
lambda_050,2030,first,E3,普通大棚,25,菜花,0.3
lambda_050,2030,first,E3,普通大棚,26,包菜,0.3
lambda_050,2030,second,E3,普通大棚,38,榆黄菇,0.6
lambda_050,2030,first,E4,普通大棚,19,芸豆,0.3
lambda_050,2030,first,E4,普通大棚,31,辣椒,0.3
lambda_050,2030,second,E4,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E5,普通大棚,22,茄子,0.3
lambda_050,2030,first,E5,普通大棚,28,小青菜,0.3
lambda_050,2030,second,E5,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E6,普通大棚,19,芸豆,0.6
lambda_050,2030,second,E6,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E7,普通大棚,30,生菜,0.3
lambda_050,2030,first,E7,普通大棚,32,空心菜,0.3
lambda_050,2030,second,E7,普通大棚,38,榆黄菇,0.6
lambda_050,2030,first,E8,普通大棚,21,西红柿,0.6
lambda_050,2030,second,E8,普通大棚,41,羊肚菌,0.6
lambda_050,2030,first,E9,普通大棚,29,黄瓜,0.6
lambda_050,2030,second,E9,普通大棚,39,香菇,0.6
lambda_050,2030,first,F1,智慧大棚,19,芸豆,0.3
lambda_050,2030,first,F1,智慧大棚,33,黄心菜,0.3
lambda_050,2030,second,F1,智慧大棚,21,西红柿,0.3
lambda_050,2030,second,F1,智慧大棚,22,茄子,0.3
lambda_050,2030,first,F2,智慧大棚,21,西红柿,0.6
lambda_050,2030,second,F2,智慧大棚,23,菠菜,0.3
lambda_050,2030,second,F2,智慧大棚,24,青椒,0.3
lambda_050,2030,first,F3,智慧大棚,25,菜花,0.6
lambda_050,2030,second,F3,智慧大棚,29,黄瓜,0.3
lambda_050,2030,second,F3,智慧大棚,34,芹菜,0.3
lambda_050,2030,first,F4,智慧大棚,21,西红柿,0.6
lambda_050,2030,second,F4,智慧大棚,28,小青菜,0.3
lambda_050,2030,second,F4,智慧大棚,30,生菜,0.3
