year,season,template_season,plot_id,crop_id,crop_name,sheet,row,column,column_letter,cell
2026,single,first,A2,8,谷子,2026,3,10,J,J3
2026,single,first,A2,9,高粱,2026,3,11,K,K3
2026,single,first,A2,10,黍子,2026,3,12,L,L3
2026,single,first,A2,11,荞麦,2026,3,13,M,M3
2026,single,first,A2,12,南瓜,2026,3,14,N,N3
2026,single,first,A2,13,红薯,2026,3,15,O,O3
2026,single,first,A2,14,莜麦,2026,3,16,P,P3
2026,single,first,A2,15,大麦,2026,3,17,Q,Q3
2026,single,first,A2,16,水稻,2026,3,18,R,R3
2026,single,first,A2,17,豇豆,2026,3,19,S,S3
2026,single,first,A2,18,刀豆,2026,3,20,T,T3
2026,single,first,A2,19,芸豆,2026,3,21,U,U3
2026,single,first,A2,20,土豆,2026,3,22,V,V3
2026,single,first,A2,21,西红柿,2026,3,23,W,W3
2026,single,first,A2,22,茄子,2026,3,24,X,X3
2026,single,first,A2,23,菠菜,2026,3,25,Y,Y3
2026,single,first,A2,24,青椒,2026,3,26,Z,Z3
2026,single,first,A2,25,菜花,2026,3,27,AA,AA3
2026,single,first,A2,26,包菜,2026,3,28,AB,AB3
2026,single,first,A2,27,油麦菜,2026,3,29,AC,AC3
2026,single,first,A2,28,小青菜,2026,3,30,AD,AD3
2026,single,first,A2,29,黄瓜,2026,3,31,AE,AE3
2026,single,first,A2,30,生菜,2026,3,32,AF,AF3
2026,single,first,A2,31,辣椒,2026,3,33,AG,AG3
2026,single,first,A2,32,空心菜,2026,3,34,AH,AH3
2026,single,first,A2,33,黄心菜,2026,3,35,AI,AI3
2026,single,first,A2,34,芹菜,2026,3,36,AJ,AJ3
2026,single,first,A2,35,大白菜,2026,3,37,AK,AK3
2026,single,first,A2,36,白萝卜,2026,3,38,AL,AL3
2026,single,first,A2,37,红萝卜,2026,3,39,AM,AM3
2026,single,first,A2,38,榆黄菇,2026,3,40,AN,AN3
2026,single,first,A2,39,香菇,2026,3,41,AO,AO3
2026,single,first,A2,40,白灵菇,2026,3,42,AP,AP3
2026,single,first,A2,41,羊肚菌,2026,3,43,AQ,AQ3
2026,single,first,A3,1,黄豆,2026,4,3,C,C4
2026,single,first,A3,2,黑豆,2026,4,4,D,D4
2026,single,first,A3,3,红豆,2026,4,5,E,E4
2026,single,first,A3,4,绿豆,2026,4,6,F,F4
2026,single,first,A3,5,爬豆,2026,4,7,G,G4
2026,single,first,A3,6,小麦,2026,4,8,H,H4
2026,single,first,A3,7,玉米,2026,4,9,I,I4
2026,single,first,A3,8,谷子,2026,4,10,J,J4
2026,single,first,A3,9,高粱,2026,4,11,K,K4
2026,single,first,A3,10,黍子,2026,4,12,L,L4
2026,single,first,A3,11,荞麦,2026,4,13,M,M4
2026,single,first,A3,12,南瓜,2026,4,14,N,N4
2026,single,first,A3,13,红薯,2026,4,15,O,O4
2026,single,first,A3,14,莜麦,2026,4,16,P,P4
2026,single,first,A3,15,大麦,2026,4,17,Q,Q4
2026,single,first,A3,16,水稻,2026,4,18,R,R4
2026,single,first,A3,17,豇豆,2026,4,19,S,S4
2026,single,first,A3,18,刀豆,2026,4,20,T,T4
2026,single,first,A3,19,芸豆,2026,4,21,U,U4
2026,single,first,A3,20,土豆,2026,4,22,V,V4
2026,single,first,A3,21,西红柿,2026,4,23,W,W4
2026,single,first,A3,22,茄子,2026,4,24,X,X4
2026,single,first,A3,23,菠菜,2026,4,25,Y,Y4
2026,single,first,A3,24,青椒,2026,4,26,Z,Z4
2026,single,first,A3,25,菜花,2026,4,27,AA,AA4
2026,single,first,A3,26,包菜,2026,4,28,AB,AB4
2026,single,first,A3,27,油麦菜,2026,4,29,AC,AC4
2026,single,first,A3,28,小青菜,2026,4,30,AD,AD4
2026,single,first,A3,29,黄瓜,2026,4,31,AE,AE4
2026,single,first,A3,30,生菜,2026,4,32,AF,AF4
2026,single,first,A3,31,辣椒,2026,4,33,AG,AG4
2026,single,first,A3,32,空心菜,2026,4,34,AH,AH4
2026,single,first,A3,33,黄心菜,2026,4,35,AI,AI4
2026,single,first,A3,34,芹菜,2026,4,36,AJ,AJ4
2026,single,first,A3,35,大白菜,2026,4,37,AK,AK4
2026,single,first,A3,36,白萝卜,2026,4,38,AL,AL4
2026,single,first,A3,37,红萝卜,2026,4,39,AM,AM4
2026,single,first,A3,38,榆黄菇,2026,4,40,AN,AN4
2026,single,first,A3,39,香菇,2026,4,41,AO,AO4
2026,single,first,A3,40,白灵菇,2026,4,42,AP,AP4
2026,single,first,A3,41,羊肚菌,2026,4,43,AQ,AQ4
2026,single,first,A4,1,黄豆,2026,5,3,C,C5
2026,single,first,A4,2,黑豆,2026,5,4,D,D5
2026,single,first,A4,3,红豆,2026,5,5,E,E5
2026,single,first,A4,4,绿豆,2026,5,6,F,F5
2026,single,first,A4,5,爬豆,2026,5,7,G,G5
2026,single,first,A4,6,小麦,2026,5,8,H,H5
2026,single,first,A4,7,玉米,2026,5,9,I,I5
2026,single,first,A4,8,谷子,2026,5,10,J,J5
2026,single,first,A4,9,高粱,2026,5,11,K,K5
2026,single,first,A4,10,黍子,2026,5,12,L,L5
2026,single,first,A4,11,荞麦,2026,5,13,M,M5
2026,single,first,A4,12,南瓜,2026,5,14,N,N5
2026,single,first,A4,13,红薯,2026,5,15,O,O5
2026,single,first,A4,14,莜麦,2026,5,16,P,P5
2026,single,first,A4,15,大麦,2026,5,17,Q,Q5
2026,single,first,A4,16,水稻,2026,5,18,R,R5
2026,single,first,A4,17,豇豆,2026,5,19,S,S5
2026,single,first,A4,18,刀豆,2026,5,20,T,T5
2026,single,first,A4,19,芸豆,2026,5,21,U,U5
2026,single,first,A4,20,土豆,2026,5,22,V,V5
2026,single,first,A4,21,西红柿,2026,5,23,W,W5
2026,single,first,A4,22,茄子,2026,5,24,X,X5
2026,single,first,A4,23,菠菜,2026,5,25,Y,Y5
2026,single,first,A4,24,青椒,2026,5,26,Z,Z5
2026,single,first,A4,25,菜花,2026,5,27,AA,AA5
2026,single,first,A4,26,包菜,2026,5,28,AB,AB5
2026,single,first,A4,27,油麦菜,2026,5,29,AC,AC5
2026,single,first,A4,28,小青菜,2026,5,30,AD,AD5
2026,single,first,A4,29,黄瓜,2026,5,31,AE,AE5
2026,single,first,A4,30,生菜,2026,5,32,AF,AF5
2026,single,first,A4,31,辣椒,2026,5,33,AG,AG5
2026,single,first,A4,32,空心菜,2026,5,34,AH,AH5
2026,single,first,A4,33,黄心菜,2026,5,35,AI,AI5
2026,single,first,A4,34,芹菜,2026,5,36,AJ,AJ5
2026,single,first,A4,35,大白菜,2026,5,37,AK,AK5
2026,single,first,A4,36,白萝卜,2026,5,38,AL,AL5
2026,single,first,A4,37,红萝卜,2026,5,39,AM,AM5
2026,single,first,A4,38,榆黄菇,2026,5,40,AN,AN5
2026,single,first,A4,39,香菇,2026,5,41,AO,AO5
2026,single,first,A4,40,白灵菇,2026,5,42,AP,AP5
2026,single,first,A4,41,羊肚菌,2026,5,43,AQ,AQ5
2026,single,first,A5,1,黄豆,2026,6,3,C,C6
2026,single,first,A5,2,黑豆,2026,6,4,D,D6
2026,single,first,A5,3,红豆,2026,6,5,E,E6
2026,single,first,A5,4,绿豆,2026,6,6,F,F6
2026,single,first,A5,5,爬豆,2026,6,7,G,G6
2026,single,first,A5,6,小麦,2026,6,8,H,H6
2026,single,first,A5,7,玉米,2026,6,9,I,I6
2026,single,first,A5,8,谷子,2026,6,10,J,J6
2026,single,first,A5,9,高粱,2026,6,11,K,K6
2026,single,first,A5,10,黍子,2026,6,12,L,L6
2026,single,first,A5,11,荞麦,2026,6,13,M,M6
2026,single,first,A5,12,南瓜,2026,6,14,N,N6
2026,single,first,A5,13,红薯,2026,6,15,O,O6
2026,single,first,A5,14,莜麦,2026,6,16,P,P6
2026,single,first,A5,15,大麦,2026,6,17,Q,Q6
2026,single,first,A5,16,水稻,2026,6,18,R,R6
2026,single,first,A5,17,豇豆,2026,6,19,S,S6
2026,single,first,A5,18,刀豆,2026,6,20,T,T6
2026,single,first,A5,19,芸豆,2026,6,21,U,U6
2026,single,first,A5,20,土豆,2026,6,22,V,V6
2026,single,first,A5,21,西红柿,2026,6,23,W,W6
2026,single,first,A5,22,茄子,2026,6,24,X,X6
2026,single,first,A5,23,菠菜,2026,6,25,Y,Y6
2026,single,first,A5,24,青椒,2026,6,26,Z,Z6
2026,single,first,A5,25,菜花,2026,6,27,AA,AA6
2026,single,first,A5,26,包菜,2026,6,28,AB,AB6
2026,single,first,A5,27,油麦菜,2026,6,29,AC,AC6
2026,single,first,A5,28,小青菜,2026,6,30,AD,AD6
2026,single,first,A5,29,黄瓜,2026,6,31,AE,AE6
2026,single,first,A5,30,生菜,2026,6,32,AF,AF6
2026,single,first,A5,31,辣椒,2026,6,33,AG,AG6
2026,single,first,A5,32,空心菜,2026,6,34,AH,AH6
2026,single,first,A5,33,黄心菜,2026,6,35,AI,AI6
2026,single,first,A5,34,芹菜,2026,6,36,AJ,AJ6
2026,single,first,A5,35,大白菜,2026,6,37,AK,AK6
2026,single,first,A5,36,白萝卜,2026,6,38,AL,AL6
2026,single,first,A5,37,红萝卜,2026,6,39,AM,AM6
2026,single,first,A5,38,榆黄菇,2026,6,40,AN,AN6
2026,single,first,A5,39,香菇,2026,6,41,AO,AO6
2026,single,first,A5,40,白灵菇,2026,6,42,AP,AP6
2026,single,first,A5,41,羊肚菌,2026,6,43,AQ,AQ6
2026,single,first,A6,1,黄豆,2026,7,3,C,C7
2026,single,first,A6,2,黑豆,2026,7,4,D,D7
2026,single,first,A6,3,红豆,2026,7,5,E,E7
2026,single,first,A6,4,绿豆,2026,7,6,F,F7
2026,single,first,A6,5,爬豆,2026,7,7,G,G7
2026,single,first,A6,6,小麦,2026,7,8,H,H7
2026,single,first,A6,7,玉米,2026,7,9,I,I7
2026,single,first,A6,8,谷子,2026,7,10,J,J7
2026,single,first,A6,9,高粱,2026,7,11,K,K7
2026,single,first,A6,10,黍子,2026,7,12,L,L7
2026,single,first,A6,11,荞麦,2026,7,13,M,M7
2026,single,first,A6,12,南瓜,2026,7,14,N,N7
2026,single,first,A6,13,红薯,2026,7,15,O,O7
2026,single,first,A6,14,莜麦,2026,7,16,P,P7
2026,single,first,A6,15,大麦,2026,7,17,Q,Q7
2026,single,first,A6,16,水稻,2026,7,18,R,R7
2026,single,first,A6,17,豇豆,2026,7,19,S,S7
2026,single,first,A6,18,刀豆,2026,7,20,T,T7
2026,single,first,A6,19,芸豆,2026,7,21,U,U7
2026,single,first,A6,20,土豆,2026,7,22,V,V7
2026,single,first,A6,21,西红柿,2026,7,23,W,W7
2026,single,first,A6,22,茄子,2026,7,24,X,X7
2026,single,first,A6,23,菠菜,2026,7,25,Y,Y7
2026,single,first,A6,24,青椒,2026,7,26,Z,Z7
2026,single,first,A6,25,菜花,2026,7,27,AA,AA7
2026,single,first,A6,26,包菜,2026,7,28,AB,AB7
2026,single,first,A6,27,油麦菜,2026,7,29,AC,AC7
2026,single,first,A6,28,小青菜,2026,7,30,AD,AD7
2026,single,first,A6,29,黄瓜,2026,7,31,AE,AE7
2026,single,first,A6,30,生菜,2026,7,32,AF,AF7
2026,single,first,A6,31,辣椒,2026,7,33,AG,AG7
2026,single,first,A6,32,空心菜,2026,7,34,AH,AH7
2026,single,first,A6,33,黄心菜,2026,7,35,AI,AI7
2026,single,first,A6,34,芹菜,2026,7,36,AJ,AJ7
2026,single,first,A6,35,大白菜,2026,7,37,AK,AK7
2026,single,first,A6,36,白萝卜,2026,7,38,AL,AL7
2026,single,first,A6,37,红萝卜,2026,7,39,AM,AM7
2026,single,first,A6,38,榆黄菇,2026,7,40,AN,AN7
2026,single,first,A6,39,香菇,2026,7,41,AO,AO7
2026,single,first,A6,40,白灵菇,2026,7,42,AP,AP7
2026,single,first,A6,41,羊肚菌,2026,7,43,AQ,AQ7
2026,single,first,B1,1,黄豆,2026,8,3,C,C8
2026,single,first,B1,2,黑豆,2026,8,4,D,D8
2026,single,first,B1,3,红豆,2026,8,5,E,E8
2026,single,first,B1,4,绿豆,2026,8,6,F,F8
2026,single,first,B1,5,爬豆,2026,8,7,G,G8
2026,single,first,B1,6,小麦,2026,8,8,H,H8
2026,single,first,B1,7,玉米,2026,8,9,I,I8
2026,single,first,B1,8,谷子,2026,8,10,J,J8
2026,single,first,B1,9,高粱,2026,8,11,K,K8
2026,single,first,B1,10,黍子,2026,8,12,L,L8
2026,single,first,B1,11,荞麦,2026,8,13,M,M8
2026,single,first,B1,12,南瓜,2026,8,14,N,N8
2026,single,first,B1,13,红薯,2026,8,15,O,O8
2026,single,first,B1,14,莜麦,2026,8,16,P,P8
2026,single,first,B1,15,大麦,2026,8,17,Q,Q8
2026,single,first,B1,16,水稻,2026,8,18,R,R8
2026,single,first,B1,17,豇豆,2026,8,19,S,S8
2026,single,first,B1,18,刀豆,2026,8,20,T,T8
2026,single,first,B1,19,芸豆,2026,8,21,U,U8
2026,single,first,B1,20,土豆,2026,8,22,V,V8
2026,single,first,B1,21,西红柿,2026,8,23,W,W8
2026,single,first,B1,22,茄子,2026,8,24,X,X8
2026,single,first,B1,23,菠菜,2026,8,25,Y,Y8
2026,single,first,B1,24,青椒,2026,8,26,Z,Z8
2026,single,first,B1,25,菜花,2026,8,27,AA,AA8
2026,single,first,B1,26,包菜,2026,8,28,AB,AB8
2026,single,first,B1,27,油麦菜,2026,8,29,AC,AC8
2026,single,first,B1,28,小青菜,2026,8,30,AD,AD8
2026,single,first,B1,29,黄瓜,2026,8,31,AE,AE8
2026,single,first,B1,30,生菜,2026,8,32,AF,AF8
2026,single,first,B1,31,辣椒,2026,8,33,AG,AG8
2026,single,first,B1,32,空心菜,2026,8,34,AH,AH8
2026,single,first,B1,33,黄心菜,2026,8,35,AI,AI8
2026,single,first,B1,34,芹菜,2026,8,36,AJ,AJ8
2026,single,first,B1,35,大白菜,2026,8,37,AK,AK8
2026,single,first,B1,36,白萝卜,2026,8,38,AL,AL8
2026,single,first,B1,37,红萝卜,2026,8,39,AM,AM8
2026,single,first,B1,38,榆黄菇,2026,8,40,AN,AN8
2026,single,first,B1,39,香菇,2026,8,41,AO,AO8
2026,single,first,B1,40,白灵菇,2026,8,42,AP,AP8
2026,single,first,B1,41,羊肚菌,2026,8,43,AQ,AQ8
2026,single,first,B2,1,黄豆,2026,9,3,C,C9
2026,single,first,B2,2,黑豆,2026,9,4,D,D9
2026,single,first,B2,3,红豆,2026,9,5,E,E9
2026,single,first,B2,4,绿豆,2026,9,6,F,F9
2026,single,first,B2,5,爬豆,2026,9,7,G,G9
2026,single,first,B2,6,小麦,2026,9,8,H,H9
2026,single,first,B2,7,玉米,2026,9,9,I,I9
2026,single,first,B2,8,谷子,2026,9,10,J,J9
2026,single,first,B2,9,高粱,2026,9,11,K,K9
2026,single,first,B2,10,黍子,2026,9,12,L,L9
2026,single,first,B2,11,荞麦,2026,9,13,M,M9
2026,single,first,B2,12,南瓜,2026,9,14,N,N9
2026,single,first,B2,13,红薯,2026,9,15,O,O9
2026,single,first,B2,14,莜麦,2026,9,16,P,P9
2026,single,first,B2,15,大麦,2026,9,17,Q,Q9
2026,single,first,B2,16,水稻,2026,9,18,R,R9
2026,single,first,B2,17,豇豆,2026,9,19,S,S9
2026,single,first,B2,18,刀豆,2026,9,20,T,T9
2026,single,first,B2,19,芸豆,2026,9,21,U,U9
2026,single,first,B2,20,土豆,2026,9,22,V,V9
2026,single,first,B2,21,西红柿,2026,9,23,W,W9
2026,single,first,B2,22,茄子,2026,9,24,X,X9
2026,single,first,B2,23,菠菜,2026,9,25,Y,Y9
2026,single,first,B2,24,青椒,2026,9,26,Z,Z9
2026,single,first,B2,25,菜花,2026,9,27,AA,AA9
2026,single,first,B2,26,包菜,2026,9,28,AB,AB9
2026,single,first,B2,27,油麦菜,2026,9,29,AC,AC9
2026,single,first,B2,28,小青菜,2026,9,30,AD,AD9
2026,single,first,B2,29,黄瓜,2026,9,31,AE,AE9
2026,single,first,B2,30,生菜,2026,9,32,AF,AF9
2026,single,first,B2,31,辣椒,2026,9,33,AG,AG9
2026,single,first,B2,32,空心菜,2026,9,34,AH,AH9
2026,single,first,B2,33,黄心菜,2026,9,35,AI,AI9
2026,single,first,B2,34,芹菜,2026,9,36,AJ,AJ9
2026,single,first,B2,35,大白菜,2026,9,37,AK,AK9
2026,single,first,B2,36,白萝卜,2026,9,38,AL,AL9
2026,single,first,B2,37,红萝卜,2026,9,39,AM,AM9
2026,single,first,B2,38,榆黄菇,2026,9,40,AN,AN9
2026,single,first,B2,39,香菇,2026,9,41,AO,AO9
2026,single,first,B2,40,白灵菇,2026,9,42,AP,AP9
2026,single,first,B2,41,羊肚菌,2026,9,43,AQ,AQ9
2026,single,first,B3,1,黄豆,2026,10,3,C,C10
2026,single,first,B3,2,黑豆,2026,10,4,D,D10
2026,single,first,B3,3,红豆,2026,10,5,E,E10
2026,single,first,B3,4,绿豆,2026,10,6,F,F10
2026,single,first,B3,5,爬豆,2026,10,7,G,G10
2026,single,first,B3,6,小麦,2026,10,8,H,H10
2026,single,first,B3,7,玉米,2026,10,9,I,I10
2026,single,first,B3,8,谷子,2026,10,10,J,J10
2026,single,first,B3,9,高粱,2026,10,11,K,K10
2026,single,first,B3,10,黍子,2026,10,12,L,L10
2026,single,first,B3,11,荞麦,2026,10,13,M,M10
2026,single,first,B3,12,南瓜,2026,10,14,N,N10
2026,single,first,B3,13,红薯,2026,10,15,O,O10
2026,single,first,B3,14,莜麦,2026,10,16,P,P10
2026,single,first,B3,15,大麦,2026,10,17,Q,Q10
2026,single,first,B3,16,水稻,2026,10,18,R,R10
2026,single,first,B3,17,豇豆,2026,10,19,S,S10
2026,single,first,B3,18,刀豆,2026,10,20,T,T10
2026,single,first,B3,19,芸豆,2026,10,21,U,U10
2026,single,first,B3,20,土豆,2026,10,22,V,V10
2026,single,first,B3,21,西红柿,2026,10,23,W,W10
2026,single,first,B3,22,茄子,2026,10,24,X,X10
2026,single,first,B3,23,菠菜,2026,10,25,Y,Y10
2026,single,first,B3,24,青椒,2026,10,26,Z,Z10
2026,single,first,B3,25,菜花,2026,10,27,AA,AA10
2026,single,first,B3,26,包菜,2026,10,28,AB,AB10
2026,single,first,B3,27,油麦菜,2026,10,29,AC,AC10
2026,single,first,B3,28,小青菜,2026,10,30,AD,AD10
2026,single,first,B3,29,黄瓜,2026,10,31,AE,AE10
2026,single,first,B3,30,生菜,2026,10,32,AF,AF10
2026,single,first,B3,31,辣椒,2026,10,33,AG,AG10
2026,single,first,B3,32,空心菜,2026,10,34,AH,AH10
2026,single,first,B3,33,黄心菜,2026,10,35,AI,AI10
2026,single,first,B3,34,芹菜,2026,10,36,AJ,AJ10
2026,single,first,B3,35,大白菜,2026,10,37,AK,AK10
2026,single,first,B3,36,白萝卜,2026,10,38,AL,AL10
2026,single,first,B3,37,红萝卜,2026,10,39,AM,AM10
2026,single,first,B3,38,榆黄菇,2026,10,40,AN,AN10
2026,single,first,B3,39,香菇,2026,10,41,AO,AO10
2026,single,first,B3,40,白灵菇,2026,10,42,AP,AP10
2026,single,first,B3,41,羊肚菌,2026,10,43,AQ,AQ10
2026,single,first,B4,1,黄豆,2026,11,3,C,C11
2026,single,first,B4,2,黑豆,2026,11,4,D,D11
2026,single,first,B4,3,红豆,2026,11,5,E,E11
2026,single,first,B4,4,绿豆,2026,11,6,F,F11
2026,single,first,B4,5,爬豆,2026,11,7,G,G11
2026,single,first,B4,6,小麦,2026,11,8,H,H11
2026,single,first,B4,7,玉米,2026,11,9,I,I11
2026,single,first,B4,8,谷子,2026,11,10,J,J11
2026,single,first,B4,9,高粱,2026,11,11,K,K11
2026,single,first,B4,10,黍子,2026,11,12,L,L11
2026,single,first,B4,11,荞麦,2026,11,13,M,M11
2026,single,first,B4,12,南瓜,2026,11,14,N,N11
2026,single,first,B4,13,红薯,2026,11,15,O,O11
2026,single,first,B4,14,莜麦,2026,11,16,P,P11
2026,single,first,B4,15,大麦,2026,11,17,Q,Q11
2026,single,first,B4,16,水稻,2026,11,18,R,R11
2026,single,first,B4,17,豇豆,2026,11,19,S,S11
2026,single,first,B4,18,刀豆,2026,11,20,T,T11
2026,single,first,B4,19,芸豆,2026,11,21,U,U11
2026,single,first,B4,20,土豆,2026,11,22,V,V11
2026,single,first,B4,21,西红柿,2026,11,23,W,W11
2026,single,first,B4,22,茄子,2026,11,24,X,X11
2026,single,first,B4,23,菠菜,2026,11,25,Y,Y11
2026,single,first,B4,24,青椒,2026,11,26,Z,Z11
2026,single,first,B4,25,菜花,2026,11,27,AA,AA11
2026,single,first,B4,26,包菜,2026,11,28,AB,AB11
2026,single,first,B4,27,油麦菜,2026,11,29,AC,AC11
2026,single,first,B4,28,小青菜,2026,11,30,AD,AD11
2026,single,first,B4,29,黄瓜,2026,11,31,AE,AE11
2026,single,first,B4,30,生菜,2026,11,32,AF,AF11
2026,single,first,B4,31,辣椒,2026,11,33,AG,AG11
2026,single,first,B4,32,空心菜,2026,11,34,AH,AH11
2026,single,first,B4,33,黄心菜,2026,11,35,AI,AI11
2026,single,first,B4,34,芹菜,2026,11,36,AJ,AJ11
2026,single,first,B4,35,大白菜,2026,11,37,AK,AK11
2026,single,first,B4,36,白萝卜,2026,11,38,AL,AL11
2026,single,first,B4,37,红萝卜,2026,11,39,AM,AM11
2026,single,first,B4,38,榆黄菇,2026,11,40,AN,AN11
2026,single,first,B4,39,香菇,2026,11,41,AO,AO11
2026,single,first,B4,40,白灵菇,2026,11,42,AP,AP11
2026,single,first,B4,41,羊肚菌,2026,11,43,AQ,AQ11
2026,single,first,B5,1,黄豆,2026,12,3,C,C12
2026,single,first,B5,2,黑豆,2026,12,4,D,D12
2026,single,first,B5,3,红豆,2026,12,5,E,E12
2026,single,first,B5,4,绿豆,2026,12,6,F,F12
2026,single,first,B5,5,爬豆,2026,12,7,G,G12
2026,single,first,B5,6,小麦,2026,12,8,H,H12
2026,single,first,B5,7,玉米,2026,12,9,I,I12
2026,single,first,B5,8,谷子,2026,12,10,J,J12
2026,single,first,B5,9,高粱,2026,12,11,K,K12
2026,single,first,B5,10,黍子,2026,12,12,L,L12
2026,single,first,B5,11,荞麦,2026,12,13,M,M12
2026,single,first,B5,12,南瓜,2026,12,14,N,N12
2026,single,first,B5,13,红薯,2026,12,15,O,O12
2026,single,first,B5,14,莜麦,2026,12,16,P,P12
2026,single,first,B5,15,大麦,2026,12,17,Q,Q12
2026,single,first,B5,16,水稻,2026,12,18,R,R12
2026,single,first,B5,17,豇豆,2026,12,19,S,S12
2026,single,first,B5,18,刀豆,2026,12,20,T,T12
2026,single,first,B5,19,芸豆,2026,12,21,U,U12
2026,single,first,B5,20,土豆,2026,12,22,V,V12
2026,single,first,B5,21,西红柿,2026,12,23,W,W12
2026,single,first,B5,22,茄子,2026,12,24,X,X12
2026,single,first,B5,23,菠菜,2026,12,25,Y,Y12
2026,single,first,B5,24,青椒,2026,12,26,Z,Z12
2026,single,first,B5,25,菜花,2026,12,27,AA,AA12
2026,single,first,B5,26,包菜,2026,12,28,AB,AB12
2026,single,first,B5,27,油麦菜,2026,12,29,AC,AC12
2026,single,first,B5,28,小青菜,2026,12,30,AD,AD12
2026,single,first,B5,29,黄瓜,2026,12,31,AE,AE12
2026,single,first,B5,30,生菜,2026,12,32,AF,AF12
2026,single,first,B5,31,辣椒,2026,12,33,AG,AG12
2026,single,first,B5,32,空心菜,2026,12,34,AH,AH12
2026,single,first,B5,33,黄心菜,2026,12,35,AI,AI12
2026,single,first,B5,34,芹菜,2026,12,36,AJ,AJ12
2026,single,first,B5,35,大白菜,2026,12,37,AK,AK12
2026,single,first,B5,36,白萝卜,2026,12,38,AL,AL12
2026,single,first,B5,37,红萝卜,2026,12,39,AM,AM12
2026,single,first,B5,38,榆黄菇,2026,12,40,AN,AN12
2026,single,first,B5,39,香菇,2026,12,41,AO,AO12
2026,single,first,B5,40,白灵菇,2026,12,42,AP,AP12
2026,single,first,B5,41,羊肚菌,2026,12,43,AQ,AQ12
2026,single,first,B6,1,黄豆,2026,13,3,C,C13
2026,single,first,B6,2,黑豆,2026,13,4,D,D13
2026,single,first,B6,3,红豆,2026,13,5,E,E13
2026,single,first,B6,4,绿豆,2026,13,6,F,F13
2026,single,first,B6,5,爬豆,2026,13,7,G,G13
2026,single,first,B6,6,小麦,2026,13,8,H,H13
2026,single,first,B6,7,玉米,2026,13,9,I,I13
2026,single,first,B6,8,谷子,2026,13,10,J,J13
2026,single,first,B6,9,高粱,2026,13,11,K,K13
2026,single,first,B6,10,黍子,2026,13,12,L,L13
2026,single,first,B6,11,荞麦,2026,13,13,M,M13
2026,single,first,B6,12,南瓜,2026,13,14,N,N13
2026,single,first,B6,13,红薯,2026,13,15,O,O13
2026,single,first,B6,14,莜麦,2026,13,16,P,P13
2026,single,first,B6,15,大麦,2026,13,17,Q,Q13
2026,single,first,B6,16,水稻,2026,13,18,R,R13
2026,single,first,B6,17,豇豆,2026,13,19,S,S13
2026,single,first,B6,18,刀豆,2026,13,20,T,T13
2026,single,first,B6,19,芸豆,2026,13,21,U,U13
2026,single,first,B6,20,土豆,2026,13,22,V,V13
2026,single,first,B6,21,西红柿,2026,13,23,W,W13
2026,single,first,B6,22,茄子,2026,13,24,X,X13
2026,single,first,B6,23,菠菜,2026,13,25,Y,Y13
2026,single,first,B6,24,青椒,2026,13,26,Z,Z13
2026,single,first,B6,25,菜花,2026,13,27,AA,AA13
2026,single,first,B6,26,包菜,2026,13,28,AB,AB13
2026,single,first,B6,27,油麦菜,2026,13,29,AC,AC13
2026,single,first,B6,28,小青菜,2026,13,30,AD,AD13
2026,single,first,B6,29,黄瓜,2026,13,31,AE,AE13
2026,single,first,B6,30,生菜,2026,13,32,AF,AF13
2026,single,first,B6,31,辣椒,2026,13,33,AG,AG13
2026,single,first,B6,32,空心菜,2026,13,34,AH,AH13
2026,single,first,B6,33,黄心菜,2026,13,35,AI,AI13
2026,single,first,B6,34,芹菜,2026,13,36,AJ,AJ13
2026,single,first,B6,35,大白菜,2026,13,37,AK,AK13
2026,single,first,B6,36,白萝卜,2026,13,38,AL,AL13
2026,single,first,B6,37,红萝卜,2026,13,39,AM,AM13
2026,single,first,B6,38,榆黄菇,2026,13,40,AN,AN13
2026,single,first,B6,39,香菇,2026,13,41,AO,AO13
2026,single,first,B6,40,白灵菇,2026,13,42,AP,AP13
2026,single,first,B6,41,羊肚菌,2026,13,43,AQ,AQ13
2026,single,first,B7,1,黄豆,2026,14,3,C,C14
2026,single,first,B7,2,黑豆,2026,14,4,D,D14
2026,single,first,B7,3,红豆,2026,14,5,E,E14
2026,single,first,B7,4,绿豆,2026,14,6,F,F14
2026,single,first,B7,5,爬豆,2026,14,7,G,G14
2026,single,first,B7,6,小麦,2026,14,8,H,H14
2026,single,first,B7,7,玉米,2026,14,9,I,I14
2026,single,first,B7,8,谷子,2026,14,10,J,J14
2026,single,first,B7,9,高粱,2026,14,11,K,K14
2026,single,first,B7,10,黍子,2026,14,12,L,L14
2026,single,first,B7,11,荞麦,2026,14,13,M,M14
2026,single,first,B7,12,南瓜,2026,14,14,N,N14
2026,single,first,B7,13,红薯,2026,14,15,O,O14
2026,single,first,B7,14,莜麦,2026,14,16,P,P14
2026,single,first,B7,15,大麦,2026,14,17,Q,Q14
2026,single,first,B7,16,水稻,2026,14,18,R,R14
2026,single,first,B7,17,豇豆,2026,14,19,S,S14
2026,single,first,B7,18,刀豆,2026,14,20,T,T14
2026,single,first,B7,19,芸豆,2026,14,21,U,U14
2026,single,first,B7,20,土豆,2026,14,22,V,V14
2026,single,first,B7,21,西红柿,2026,14,23,W,W14
2026,single,first,B7,22,茄子,2026,14,24,X,X14
2026,single,first,B7,23,菠菜,2026,14,25,Y,Y14
